Municipio,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total
352330 ITARIRI,3,4,4,4,5,2,1,4,2,NA,29
352340 ITATIBA,24,15,4,2,7,6,17,5,14,7,101
352350 ITATINGA,2,4,1,3,2,1,NA,NA,1,2,16
352360 ITIRAPINA,68,2,5,6,4,8,11,7,7,9,127
352370 ITIRAPUA,23,21,25,19,16,22,6,14,NA,NA,146
352380 ITOBI,NA,1,NA,2,NA,1,3,NA,3,NA,10
352390 ITU,53,49,42,75,47,15,17,29,50,62,439
352400 ITUPEVA,30,32,30,46,45,8,7,4,NA,4,206
352410 ITUVERAVA,13,10,23,8,2,2,NA,3,9,NA,70
352420 JABORANDI,1,6,3,NA,1,1,NA,1,2,1,16
352430 JABOTICABAL,32,26,22,18,21,31,18,22,8,8,206
352440 JACAREI,781,826,436,263,37,29,67,72,21,17,2549
352450 JACI,3,2,2,1,1,NA,NA,NA,NA,NA,9
352460 JACUPIRANGA,5,7,NA,4,3,2,NA,2,5,1,29
352470 JAGUARIUNA,22,47,24,16,19,20,33,13,4,6,204
352480 JALES,151,102,93,66,12,8,3,2,NA,NA,437
352490 JAMBEIRO,1,NA,NA,NA,4,NA,NA,1,NA,1,7
352500 JANDIRA,239,251,152,128,67,29,29,24,19,16,954
352510 JARDINOPOLIS,86,58,89,77,51,64,48,50,17,16,556
352520 JARINU,9,10,10,15,7,6,4,12,7,14,94
352530 JAU,18,16,23,13,9,15,18,6,1,2,121
352540 JERIQUARA,2,5,1,NA,3,NA,NA,NA,NA,1,12
352550 JOANOPOLIS,9,9,4,3,5,3,5,3,4,5,50
352560 JOAO RAMALHO,1,4,3,1,2,NA,NA,NA,NA,NA,11
352570 JOSE BONIFACIO,37,19,9,9,NA,2,1,3,2,6,88
352580 JULIO MESQUITA,3,2,3,2,NA,2,NA,NA,2,NA,14
352585 JUMIRIM,2,1,NA,1,NA,NA,NA,NA,NA,NA,4
352590 JUNDIAI,24,26,37,21,35,29,40,17,10,23,262
352600 JUNQUEIROPOLIS,5,1,4,3,NA,1,7,NA,NA,1,22
352610 JUQUIA,7,15,4,1,3,8,3,5,8,6,60
352620 JUQUITIBA,38,28,43,13,9,12,8,15,13,9,188
352630 LAGOINHA,2,1,1,NA,2,1,NA,NA,NA,NA,7
352640 LARANJAL PAULISTA,6,2,2,1,2,4,2,1,2,2,24
352650 LAVINIA,1,1,NA,1,1,1,NA,NA,NA,NA,5
352660 LAVRINHAS,NA,14,3,NA,1,1,NA,NA,NA,NA,19
352670 LEME,131,26,11,5,6,17,8,5,2,2,213
352680 LENCOIS PAULISTA,9,7,23,19,5,7,5,15,10,6,106
352690 LIMEIRA,31,23,20,10,4,9,24,18,21,45,205
352700 LINDOIA,3,5,2,3,3,3,7,2,3,2,33
352710 LINS,62,23,49,3,NA,5,NA,3,3,2,150
352720 LORENA,94,239,141,130,95,85,98,149,107,140,1278
352725 LOURDES,NA,NA,1,NA,NA,NA,1,NA,1,2,5
352730 LOUVEIRA,4,9,14,9,9,3,5,4,2,NA,59
352740 LUCELIA,6,6,3,4,NA,NA,NA,1,1,1,22
352750 LUCIANOPOLIS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
352760 LUIS ANTONIO,61,20,18,26,25,22,24,15,10,3,224
352770 LUIZIANIA,1,1,1,1,NA,NA,NA,NA,1,NA,5
352780 LUPERCIO,NA,NA,1,NA,1,NA,NA,1,1,1,5
352790 LUTECIA,2,NA,NA,NA,1,NA,NA,NA,1,NA,4
352800 MACATUBA,1,4,3,1,NA,1,NA,1,NA,2,13
352810 MACAUBAL,NA,1,2,NA,2,3,NA,NA,1,NA,9
352820 MACEDONIA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
352830 MAGDA,NA,1,3,1,1,1,NA,NA,NA,NA,7
352840 MAIRINQUE,36,32,34,16,10,6,16,15,11,16,192
352850 MAIRIPORA,86,64,18,11,7,2,8,16,8,4,224
352860 MANDURI,18,17,7,5,14,6,7,NA,1,1,76
352870 MARABA PAULISTA,1,1,NA,2,NA,NA,NA,NA,NA,NA,4
352880 MARACAI,2,3,2,4,3,1,2,4,2,3,26
352885 MARAPOAMA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2
352890 MARIAPOLIS,NA,1,NA,1,1,1,NA,NA,NA,NA,4
352900 MARILIA,97,65,71,50,37,26,18,47,47,40,498
352910 MARINOPOLIS,11,3,2,2,NA,1,NA,NA,NA,NA,19
352920 MARTINOPOLIS,9,17,13,16,16,12,7,5,6,10,111
352930 MATAO,5,9,36,8,8,4,4,2,3,6,85
352940 MAUA,77,64,79,50,50,46,34,10,24,17,451
352950 MENDONCA,4,NA,2,3,NA,NA,NA,NA,NA,1,10
352960 MERIDIANO,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
352965 MESOPOLIS,6,4,4,NA,NA,NA,NA,1,NA,NA,15
352970 MIGUELOPOLIS,140,85,15,14,12,9,8,6,4,1,294
352980 MINEIROS DO TIETE,NA,1,NA,2,NA,NA,2,1,1,NA,7
352990 MIRACATU,1,8,5,1,9,5,4,8,8,7,56
353000 MIRA ESTRELA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,3
353010 MIRANDOPOLIS,NA,11,6,6,1,4,3,4,NA,1,36
353020 MIRANTE DO PARANAPANEMA,50,27,27,18,1,1,NA,1,NA,NA,125
353030 MIRASSOL,35,24,23,11,3,2,2,1,4,1,106
353040 MIRASSOLANDIA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
353050 MOCOCA,14,28,12,16,10,10,6,9,12,7,124
353060 MOGI DAS CRUZES,33,12,7,9,5,5,9,5,9,9,103
353070 MOGI GUACU,210,524,578,422,694,536,808,748,703,332,5555
353080 MOGI MIRIM,13,25,24,60,29,41,42,42,40,16,332
353090 MOMBUCA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3
353100 MONCOES,1,NA,NA,2,1,1,1,NA,NA,NA,6
353110 MONGAGUA,20,7,9,28,56,7,4,3,12,2,148
353120 MONTE ALEGRE DO SUL,2,4,1,1,1,2,5,NA,1,NA,17
353130 MONTE ALTO,13,15,4,5,8,9,2,6,3,2,67
353140 MONTE APRAZIVEL,18,8,7,2,2,2,NA,NA,2,1,42
353150 MONTE AZUL PAULISTA,7,11,9,7,9,3,4,4,7,7,68
353160 MONTE CASTELO,4,3,2,1,NA,NA,1,NA,NA,NA,11
353170 MONTEIRO LOBATO,4,4,NA,4,5,3,4,3,2,NA,29
353180 MONTE MOR,79,64,44,20,9,10,7,7,11,15,266
353190 MORRO AGUDO,7,5,9,2,2,4,4,14,14,2,63
353200 MORUNGABA,2,2,2,1,3,2,1,1,3,NA,17
353205 MOTUCA,NA,1,6,NA,1,NA,NA,NA,NA,1,9
353210 MURUTINGA DO SUL,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2
353215 NANTES,4,NA,1,NA,NA,1,NA,1,NA,NA,7
353220 NARANDIBA,10,13,13,6,1,1,NA,1,1,NA,46
353230 NATIVIDADE DA SERRA,5,4,NA,1,1,NA,NA,1,1,NA,13
353240 NAZARE PAULISTA,38,15,13,3,2,3,4,5,NA,1,84
353250 NEVES PAULISTA,2,NA,1,NA,1,NA,NA,NA,NA,1,5
353260 NHANDEARA,4,2,3,4,2,6,1,NA,NA,NA,22
353270 NIPOA,4,1,3,1,1,NA,NA,NA,NA,NA,10
353280 NOVA ALIANCA,1,1,NA,1,NA,NA,NA,1,NA,NA,4
353282 NOVA CAMPINA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3
353284 NOVA CANAA PAULISTA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
353286 NOVA CASTILHO,NA,1,NA,NA,NA,NA,1,1,NA,NA,3
353290 NOVA EUROPA,25,21,7,NA,2,1,2,NA,2,1,61
353300 NOVA GRANADA,4,2,1,NA,1,1,NA,NA,NA,1,10
353310 NOVA GUATAPORANGA,2,NA,2,1,NA,NA,NA,NA,NA,NA,5
353320 NOVA INDEPENDENCIA,1,1,7,NA,NA,NA,NA,1,1,NA,11
353325 NOVAIS,2,NA,1,NA,NA,NA,1,NA,1,5,10
353330 NOVA LUZITANIA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,4
353340 NOVA ODESSA,27,25,12,9,10,6,4,8,6,3,110
353350 NOVO HORIZONTE,13,1,3,1,3,4,4,2,2,10,43
353360 NUPORANGA,5,NA,1,1,2,NA,NA,NA,NA,NA,9
353370 OCAUCU,1,NA,2,1,1,NA,NA,1,3,NA,9
353380 OLEO,17,14,NA,3,1,3,NA,1,NA,NA,39
353390 OLIMPIA,27,34,3,NA,3,5,NA,1,6,5,84
353400 ONDA VERDE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
353410 ORIENTE,1,3,1,1,NA,NA,NA,NA,NA,1,7
353420 ORINDIUVA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,5
353430 ORLANDIA,11,3,3,3,3,1,2,2,1,NA,29
353440 OSASCO,427,771,660,575,284,134,85,30,20,22,3008
353450 OSCAR BRESSANE,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2
353460 OSVALDO CRUZ,3,NA,1,1,2,NA,NA,1,2,1,11
353470 OURINHOS,1271,969,6,23,10,28,30,41,25,19,2422
353475 OUROESTE,92,5,2,2,1,NA,NA,NA,1,NA,103
353480 OURO VERDE,NA,3,2,1,1,NA,1,1,1,NA,10
353490 PACAEMBU,45,10,8,3,3,NA,NA,1,NA,NA,70
353500 PALESTINA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
353510 PALMARES PAULISTA,3,1,1,NA,NA,1,1,3,NA,2,12
353520 PALMEIRA D'OESTE,17,12,8,7,NA,NA,1,NA,NA,NA,45
353530 PALMITAL,10,3,4,3,3,2,1,NA,2,4,32
353540 PANORAMA,11,4,2,4,3,3,4,2,NA,NA,33
353550 PARAGUACU PAULISTA,8,17,9,4,3,NA,5,2,1,2,51
353560 PARAIBUNA,17,18,20,19,20,1,10,2,1,NA,108
353570 PARAISO,2,3,2,1,NA,NA,NA,2,NA,1,11
353580 PARANAPANEMA,26,9,3,2,NA,2,7,11,9,NA,69
353590 PARANAPUA,25,5,5,5,NA,NA,1,NA,NA,1,42
353600 PARAPUA,11,4,1,NA,1,3,3,2,NA,NA,25
353610 PARDINHO,NA,NA,2,NA,NA,NA,NA,1,NA,NA,3
353620 PARIQUERANAACU,4,2,4,1,2,NA,NA,3,6,3,25
353625 PARISI,3,2,NA,3,2,1,2,NA,NA,NA,13
